Unnamed: 0,lt,sts,obj,cnt,nms,razm,obn,okn,classification
184,329100015824000114,Подача заявок,Поставка изделий медицинского назначения (Кардиовертер-дефибриллятор имплантируемый) для нужд Клиники № 1 ФГБОУ ВО ВолгГМУ Минздрава России (лот 108/24/К1-КА),"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","2 052 015,00 ₽",03.06.2024,04.06.2024,11.06.2024,Товар
185,329100015824000113,Подача заявок,Поставка лекарственных препаратов для медицинского применения для нужд Клиники № 1 ФГБОУ ВО ВолгГМУ Минздрава России (ЛП-108/24/К1),"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","995 411,00 ₽",31.05.2024,04.06.2024,11.06.2024,Товар
186,329100015824000115,Подача заявок,Поставка расходного материала (Отведение дефибриллятора) для нужд Клиники № 1 ФГБОУ ВО ВолгГМУ Минздрава России (лот 110/24/К1-КА),"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","817 200,00 ₽",03.06.2024,04.06.2024,13.06.2024,Товар
187,329100015824000116,Подача заявок,Поставка изделий медицинского назначения (Кардиовертер-дефибриллятор имплантируемый) для нужд Клиники № 1 ФГБОУ ВО ВолгГМУ Минздрава России (лот 109/24/К1-КА),"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","6 481 866,64 ₽",03.06.2024,04.06.2024,13.06.2024,Товар
188,329300138424000001,Подача заявок,"Текущий ремонт кровли здания «Кровля дома, в котором живёт творчество»","МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКИЙ ЦЕНТР"" ПАЛЛАСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ","896 000,00 ₽",04.06.2024,04.06.2024,13.06.2024,Услуга
189,329200062224004577,Подача заявок,"Поставка изделий медицинского применения Набор для донорской крови, двухкамерный","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","360 000,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
190,329200062224004379,Подача заявок,"Поставка изделий медицинского назначения — Контур дыхательный аппарата искусственной вентиляции легких, одноразового использования (Лот №13-1)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","10 894 258,10 ₽",29.05.2024,04.06.2024,10.06.2024,Товар
191,329200062224004576,Подача заявок,Поставка лекарственного препарата для медицинского применения Финголимод,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","399 631,68 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
192,129200005324001660,Подача заявок,Поставка расходных материалов для лаборатории,КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 268 029,07 ₽",04.06.2024,04.06.2024,11.06.2024,Товар
193,329200062224004575,Подача заявок,"Поставка принтеров прямой термопечати, сканеров штрихкодов","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","659 999,80 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
194,329200062224004574,Подача заявок,Поставка лекарственного препарата для медицинского применения  Адалимумаб (торговое наименование - Хумира) (РЛ),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","472 727,34 ₽",04.06.2024,04.06.2024,11.06.2024,Товар
195,129200005324001659,Подача заявок,Поставка ортопедических изделий,КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 000 000,00 ₽",04.06.2024,04.06.2024,19.06.2024,Товар
196,329200062224004573,Подача заявок,Поставка изделий медицинского назначения (канюля) (ЗК105/ОМС/СМП/2024),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","280 000,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
197,329200062224004572,Подача заявок,"Поставка халатов операционных, одноразового использования","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","326 670,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
198,129200005324001658,Подача заявок,Оказание автотранспортных услуг с экипажем: легковой автомобиль категории B (седан); легковой автомобиль категории B (микроавтобус),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 000 000,00 ₽",04.06.2024,04.06.2024,14.06.2024,Услуга
199,329200062224004571,Подача заявок,Поставка строительных и отделочных материалов,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","102 859,43 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
200,129200005324001657,Подача заявок,"Выполнение работ по капитальному ремонту  помещений  1 этажа № 6,28,27    ГБУЗ «ВОКНД», расположенных по адресу: г. Волгоград, ул. Арсеньева ,10",КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 225 523,26 ₽",04.06.2024,04.06.2024,14.06.2024,Работа
201,329200062224004570,Подача заявок,"Поставка изделий медицинского назначения  (Сетка хирургическая для использования не только в гинекологии, из синтетического полимера, нерассасывающаяся)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","121 500,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
202,329200062224004357,Подача заявок,Поставка лекарственного препарата для медицинского применения (МНН ИНОЗИН+НИКОТИНАМИД+РИБОФЛАВИН+ЯНТАРНАЯ КИСЛОТА) СТ 885/54072,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","4 594 860,00 ₽",29.05.2024,04.06.2024,10.06.2024,Товар
203,329200062224004569,Подача заявок,"Поставка изделий медицинского назначения - гель контактный, нестерильный","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","93 030,30 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
204,329200062224004568,Подача заявок,Поставка сплит-систем,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","172 999,98 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
205,129300016724000118,Подача заявок,Ремонт контейнерной площадки по ул. Щорса/Днепропетровская,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ,"187 000,00 ₽",04.06.2024,04.06.2024,11.06.2024,Услуга
206,129200005324001656,Подача заявок,Поставка изделий медицинского назначения (катетеры для проведения ангиографии),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 500 000,00 ₽",04.06.2024,04.06.2024,19.06.2024,Товар
207,129300016724000117,Подача заявок,Ремонт контейнерной площадки по ул. Щорса/Кавказская,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ,"187 000,00 ₽",04.06.2024,04.06.2024,11.06.2024,Услуга
208,329200062224004567,Подача заявок,Поставка стройматериалов,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","56 148,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
209,329200062224004566,Подача заявок,Поставка лекарственного препарата для медицинского применения  Адалимумаб (торговое наименование - Хумира) (РЛ),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","472 727,34 ₽",04.06.2024,04.06.2024,11.06.2024,Товар
210,129200005324001655,Подача заявок,Оказание услуг по техническому обслуживанию и ремонту медицинского оборудования ИВЛ (АЭ150/ОМС/СМП/2024),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"8 879 185,98 ₽",04.06.2024,04.06.2024,13.06.2024,Услуга
211,329200062224004565,Подача заявок,"Текущий ремонт столовой в МКОУ ""Царевская СОШ""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","896 000,00 ₽",04.06.2024,04.06.2024,14.06.2024,Услуга
212,329200062224004564,Подача заявок,Поставка лекарственного препарата для медицинского применения  Адалимумаб (торговое наименование - Хумира) (РЛ),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","472 727,34 ₽",04.06.2024,04.06.2024,11.06.2024,Товар
213,329200062224004563,Подача заявок,Поставка спецобуви,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","47 100,09 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
214,329200062224004562,Подача заявок,Поставка лекарственного препарата для медицинского применения Лакосамид (РЛ),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","75 152,00 ₽",04.06.2024,04.06.2024,11.06.2024,Товар
215,129300045324000016,Подача заявок,Оказание услуг по продлению лицензионных прав на использование антивирусного программного обеспечения Kaspersky,АДМИНИСТРАЦИЯ НОВОНИКОЛАЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"105 297,50 ₽",04.06.2024,04.06.2024,13.06.2024,Услуга
216,129200005324001654,Подача заявок,Поставка изделий медицинского назначения (для ангиографии),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"19 000 000,00 ₽",04.06.2024,04.06.2024,19.06.2024,Товар
217,129300033024000065,Подача заявок,Оказание услуг по техническому обслуживанию сплит-систем.,АДМИНИСТРАЦИЯ ГОРОДИЩЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"200 000,00 ₽",04.06.2024,04.06.2024,11.06.2024,Услуга
218,329200062224004561,Подача заявок,Поставка многофункциональных устройств,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","445 166,70 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
219,329200062224004560,Подача заявок,Поставка реактивов для анализатора Sysmex CA-660,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","285 626,57 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
220,329200062224004559,Подача заявок,Поставка перчаток резиновых хозяйственных,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","97 050,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
221,329200062224004558,Подача заявок,Поставка колес для мусорных контейнеров,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","32 533,40 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
222,129200005324001653,Подача заявок,Поставка остановочных павильонов с урнами для мусора металлическими,КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 085 320,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
223,329100003024000013,Подача заявок,Поставка стволов пожарных ручных,"ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ","834 000,00 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
224,329200062224004391,Подача заявок,Поставка реагентов для КДЛ (ИХА),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","715 229,52 ₽",30.05.2024,04.06.2024,10.06.2024,Товар
225,329200062224004557,Подача заявок,Оказание услуг по техническому обслуживанию сплит-систем,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","473 100,00 ₽",04.06.2024,04.06.2024,13.06.2024,Услуга
226,329200062224004556,Подача заявок,Поставка расходного материала (Кюветы считывающие),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","41 260,80 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
227,329200062224004555,Подача заявок,Поставка реагентов для клинико-диагностической лаборатории,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","368 583,94 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
228,329100024624000147,Подача заявок,Поставка продуктов питания (овощи),"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РЕАБИЛИТАЦИИ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ВОЛГОГРАД""","1 231 749,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
229,329200062224004554,Подача заявок,Выполнение работ по замене оконных блоков в рамках текущего ремонта,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","252 785,68 ₽",04.06.2024,04.06.2024,14.06.2024,Работа
230,329200062224004553,Подача заявок,Поставка угля,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","137 100,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
231,329200062224004552,Подача заявок,Выполнение работ  по благоустройству площадки для проведения праздничных линеек на территории МКОУ «Калмыковская средняя школа» Клетского муниципального района Волгоградской области,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","736 842,10 ₽",04.06.2024,04.06.2024,14.06.2024,Работа
232,329200062224004551,Подача заявок,Поставка расходного материала (Палочка стеклянная лабораторная),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","15 840,00 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
233,329200062224004477,Подача заявок,Поставка смеси сухой белковой композитной,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","205 499,70 ₽",31.05.2024,04.06.2024,13.06.2024,Товар
234,329200062224004550,Подача заявок,Поставка изделий медицинского назначения  Наконечник для клизмы,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","226 084,60 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
235,329200062224004549,Подача заявок,Поставка химических реактивов для обработки рентгеновской пленки,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","177 800,00 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
236,129100005624000036,Подача заявок,Поставка мантий судейских и служебного обмундирования для председателей судов для нужд районных (городских) судов Волгоградской области,УПРАВЛЕНИЕ СУДЕБНОГО ДЕПАРТАМЕНТА В ВОЛГОГРАДСКОЙ ОБЛАСТИ,"2 036 000,00 ₽",14.05.2024,04.06.2024,24.06.2024,Товар
237,329200062224004548,Подача заявок,Поставка лекарственных препаратов для медицинского применения (26-2024),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","835 274,83 ₽",04.06.2024,04.06.2024,11.06.2024,Товар
238,129300016724000116,Подача заявок,Поставка проката листового холоднокатаного,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ,"382 382,91 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
239,329200062224004546,Подача заявок,Поставка лекарственного препарата для медицинского применения (МНН - Желатин),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","310 000,00 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
240,329200062224004547,Подача заявок,проведение работ по текущему ремонту системы отопления здания пожарного депо,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","358 582,00 ₽",04.06.2024,04.06.2024,13.06.2024,Работа
241,329200062224004545,Подача заявок,Поставка расходного материала для клинико-диагностической лаборатории (реагенты),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","250 316,78 ₽",04.06.2024,04.06.2024,14.06.2024,Товар
242,329200062224004544,Подача заявок,Поставка специальных жидкостей (СТ 63/55417),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","327 220,00 ₽",04.06.2024,04.06.2024,13.06.2024,Товар
243,129100005724000022,Подача заявок,"Продление прав использования программного обеспечения Учет и администрирование поступлений в бюджетную систему (""Администратор-Д"") (рег. № в РРПО: 275)","УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ","88 400,00 ₽",04.06.2024,04.06.2024,11.06.2024,Услуга
244,329200062224004543,Подача заявок,Выполнение работ по устройству щебеночного покрытия грунтовых дорог с.Очкуровка ул.Советская (в рамках текущего ремонта автомобильных дорог),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","5 006 379,46 ₽",04.06.2024,04.06.2024,13.06.2024,Работа
245,329200062224004542,Подача заявок,Поставка бумаги для офисной техники,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","318 048,00 ₽",03.06.2024,03.06.2024,13.06.2024,Товар
246,329200062224004541,Подача заявок,Оказание услуг по обследованию объектов информатизации,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","142 376,67 ₽",03.06.2024,03.06.2024,13.06.2024,Услуга
247,329200062224004540,Подача заявок,Оказание услуг противопожарных мероприятий по проверке состояния и качества огнезащитной  обработки деревянных конструкций.,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","7 600,60 ₽",03.06.2024,03.06.2024,13.06.2024,Работа
248,329200062224004539,Подача заявок,Поставка хозяйственных товаров (лот 1),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","28 337,60 ₽",03.06.2024,03.06.2024,13.06.2024,Товар
249,329200062224004538,Подача заявок,Поставка канцелярских товаров (лот 3),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","50 535,50 ₽",03.06.2024,03.06.2024,13.06.2024,Товар
250,329200062224004531,Подача заявок,"Оказание услуг по техническому обеспечению проведения
ежегодного Волгоградского областного конкурса 
""Лучший по профессии"" в номинации ""Лучший механизатор""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","315 000,00 ₽",03.06.2024,03.06.2024,13.06.2024,Услуга
251,329200062224004537,Подача заявок,"Оказание услуг по осуществлению технического надзора (строительного контроля) за выполнением работ по сохранению (капитальный ремонт фасада и чердачного перекрытия) объекта культурного наследия регионального значения ""Комплекс Земской больницы (Областная больница)"", в части здания корпуса 4 урологии-нейрохирургии, расположенного по адресу: Волгоградская область, г. Волгоград, Дзержинский район, ул. Ангарская, 13.","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","884 188,08 ₽",03.06.2024,03.06.2024,11.06.2024,Работа
